,Home->Tools->Power tools->Power tool accessories->Saw blades & accessories,Power tools,Atlas Uni Turbo 300mm,For the cutting of building materials,https://www.homebase.co.uk/atlas-uni-turbo-300mm_p488728,48.49,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1f88686f-8d98-422d-9598-a750109577ba.jpg,Unnamed: 7,488728
26,Home->Tools->Power tools->Power tool accessories->Saw blades & accessories,Power tools,Stanley Circular Saw Blade 170x16x40T - STA13125-XJ,"Stanley circular saw blade is ideal for cutting into hardwood, softwood and chipboard.",https://www.homebase.co.uk/stanley-circular-saw-blade-170x16x40t-sta13125-xj_p315157,25.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/31f8ee71-976f-4d3f-96e1-062ad57d8a1c.jpg,,315157
27,Home->Bathrooms & Plumbing->Bathroom furniture suites->Dynamic range->Driftwood,Bathroom furniture suites,Balterley Dynamic 1500mm Left Hand Vanity Combination Unit - Driftwood,The warm natural tone of driftwood creates a contemporary statement piece in any bathroom.,https://www.homebase.co.uk/balterley-dynamic-1500mm-left-hand-vanity-combination-unit-driftwood_p503735,700.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/dd692720-156f-4250-bfd3-902ca14db9b9.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/036b5d8a-357a-4033-8b8f-074f9bd5dae7.jpg",,503735
28,Home->Bathrooms & Plumbing->Bathroom furniture suites->Rapture range,Bathroom furniture suites,Balterley Rapture 400mm Side Cabinet - Grey Avola,This grey avola unit creates a beautiful contrast against any of our white ceramics while the textured finish creates a natural feel.,https://www.homebase.co.uk/balterley-rapture-400mm-side-cabinet-grey-avola_p504088,240.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/aadeb8a2-98cf-4724-8e54-156e82391dbc.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4d52d108-c9ef-4024-b381-8229d72458cf.jpg",,504088
29,Home->Garden & Outdoor->Garden buildings->Sheds->Shed bases,Garden buildings,Forest Garden (Installation Included) 8x6ft Wooden Shed Base,"Our wooden shed bases are quick and easy to build and do away with the hassle of laying slabs or concrete bases. They require minimal DIY skills and take only a short time to put together.  Once built, they provide a level and sturdy base which is raised off the ground to protect the shed floor from becoming damp. The timber used has been Pressure Treated to protect against rot and comes with a 15 year Anti-Rot guarantee. Please note that these shed bases are not compatible with Forest Tongue & Groove Pressure Treated Sheds ",https://www.homebase.co.uk/forest-garden-installation-included-8x6ft-wooden-shed-base_p468600,169.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/343fabdd-5d5e-4c4f-96bb-6d40de84f0bd.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2ce5f43a-5192-403f-b27e-c5f13a9f12ce.jpg",,468600
30,Home->Bathrooms & Plumbing->Bathroom furniture suites->Dynamic range->Natural oak,Bathroom furniture suites,Balterley Dynamic 1500mm Right Hand Vanity Combination Unit - Natural Oak,The natural oak furniture range is ideal for subtly adding colour into your bathroom.,https://www.homebase.co.uk/balterley-dynamic-1500mm-right-hand-vanity-combination-unit-natural-oak_p503789,700.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6dab10d2-3a1c-4075-b026-b552b64c0988.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/80e451ed-d6b1-4463-84f0-707241ee29f5.jpg",,503789
31,Home->Building & Hardware->Doors & door furniture->Exterior doors->Front,Doors & door furniture,Salisbury External Glazed Unfinished Oak 2 Lite Part L Compliant Door - 762 x 1981mm,"An exquisite external door with more than its fair share of detail, the Salisbury warmer door is Part L compliant to meet your needs. Its decorative, part obscured double glazed panels create an impact alongside the subtle raised panels on the lower half of the door. The elegance formed from the glazed panels allows it to create a unique addition to a property. The light will pass into your home without affecting your privacy due to the obscure glass and pattern.",https://www.homebase.co.uk/salisbury-external-glazed-unfinished-oak-2-lite-part-l-compliant-door-762-x-1981mm_p497921,429.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2e858939-9005-43d3-8c3b-6863d22097d0.jpg,,497921
32,Home->Paint & Decorating->Paint->Exterior paint->Exterior gloss & satin->Eggshell->2.5L,Paint,Farrow & Ball Eco No.6 London Stone - Exterior Eggshell Paint - 2.5L,Farrow & Ball Eco Exterior Eggshell Paint is a durable and flexible reduced solvent paint.,https://www.homebase.co.uk/farrow-ball-eco-no-6-london-stone-exterior-eggshell-paint-2-5l_p761028,69.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4936660d-0453-48f0-b55e-6b8415acdccb.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/597ea7a1-3cc8-465b-8e54-3554e134ef13.jpg",,761028
33,Home->Tools->Power tools->Power tool accessories->Drill & driver bits,Power tools,Cobra Nylon Toggle - Hollow & Masonry Wall Fixings x 10 - 054DE,"Nylon fixing product for plasterboard application such as hanging toilet paper roller, shower curtain pole, towel holder also good in masonry wall.",https://www.homebase.co.uk/cobra-nylon-toggle-hollow-masonry-wall-fixings-x-10-054de_p415662,11.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/20a0023a-c703-46bf-82ad-4c0fdd379d54.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c528bd36-d0ec-4017-aae3-e0b8203b2579.jpg",,415662
34,Home->Bathrooms & Plumbing->Bathroom furniture suites->Dynamic range->Grey avola,Bathroom furniture suites,Balterley Dynamic 1000mm Left Hand WC Combination Unit - Grey Avola,The unique combination of the grey avola finish and natural wood grain creates a stunning focal point in your bathroom.,https://www.homebase.co.uk/balterley-dynamic-1000mm-left-hand-wc-combination-unit-grey-avola_p503857,470.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/0cc57090-a982-4d53-bc24-173affa3a199.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d757d2b0-1517-4cc0-a45d-3a4a630c9a40.jpg",,503857
35,Home->Paint & Decorating->Paint->Interior paint->Emulsion paint->Neutral paint->Standard emulsion->2.5L,Paint,Farrow & Ball Estate No.2004 Slipper Satin - Eggshell Paint - 2.5L,"This Farrow and Ball Slipper Satin No.2004 - 2.5L paint is extremely robust, durable and washable eggshell finish with a mid sheen appearance, 20% sheen.",https://www.homebase.co.uk/farrow-ball-estate-no-2004-slipper-satin-eggshell-paint-2-5l_p642828,62.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cfdffa02-6351-4580-ab9b-8f3d40180f16.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6156eadc-a22c-4b07-b7fd-b14b03f41da1.jpg",,642828
36,Home->Bathrooms & Plumbing->Bathroom furniture suites->Rio range->Driftwood->Freestanding,Bathroom furniture suites,Balterley Rio 600mm Freestanding 2 Door Vanity With Worktop - Driftwood,Vanity unit supplied with high quality matching worktop for use with any of our vessel basins.,https://www.homebase.co.uk/balterley-rio-600mm-freestanding-2-door-vanity-with-worktop-driftwood_p502405,200.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d9c167f5-cd48-43b5-a3a5-67203a805564.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a9e0de0b-264c-4b55-a45c-e7b3b18b7976.jpg",,502405
37,Home->Bathrooms & Plumbing->Plumbing->Radiators->Designer radiators,Plumbing,Heating Style Vetro IR Soap Electrical 1380 x 500mm Glass Towel Warmer 700W White,These glass radiators combine elegant frameless design with innovative technology.,https://www.homebase.co.uk/heating-style-vetro-ir-soap-electrical-1380-x-500mm-glass-towel-warmer-700w-white_p496641,450.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a3a1f29b-86ad-4c2f-b84d-87be70880157.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/745cbb80-710b-4107-bf5b-994d62ad5a27.jpg",,496641
38,Home->Kitchens->Kitchen worktops->Edging & joints,Kitchen worktops,Maia Lava Kitchen Worktop Edging Strip - 120 x 4.2cm,Lava features a mid grey tone with speckles of brown to give the impression of natural stone - a perfect topper for traditional white cupboards.,https://www.homebase.co.uk/maia-lava-kitchen-worktop-edging-strip-120-x-4-2cm_p143493,39.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5fe15fae-a17c-49f0-baba-1df7af08dee6.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/94dcfc80-a6fb-47d9-ae64-a4286a77a53c.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3490f6d2-1325-4bdc-943a-1f273286b1b5.jpg",,143493
39,Home->Garden & Outdoor->Garden buildings->Greenhouses & accessories->Greenhouses,Garden buildings,Palram Harmony Green Greenhouse - 6 x 4ft,"Harmony greenhouse series are among our most popular models, merging practical design, aesthetics and durability. Its functional design offers simple assembly and easy daily use. The rust-resistant Aluminum frame and crystal-clear, virtually unbreakable Polycarbonate panels make Harmony greenhouses maintenance-free and highly durable, capable of withstanding extreme weather conditions for many years of gardening use",https://www.homebase.co.uk/palram-harmony-green-greenhouse-6-x-4ft_p340798,320.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/96919986-fcd0-452b-a3da-ac5590e37e96.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2684b0fb-1b56-49cc-bc48-87944e87f334.jpg",,340798
40,Home->Bathrooms & Plumbing->Plumbing->Radiators->Heated towel rails->Other colours,Plumbing,Heating Style Teona 1200 x 500mm Aluminium Towel Warmer Anthracite,"Teona towel radiators offer a stylish finish to every bathroom. There is also a place in the kitchen for a heated towel rail, ideal for hanging and drying tea and hand towels. Teona is an aluminium heated towel warmer that offers all of the responsive benefits of aluminium, heating to operating temperature 3 to 4 times faster than stainless steel radiators.",https://www.homebase.co.uk/heating-style-teona-1200-x-500mm-aluminium-towel-warmer-anthracite_p496301,189.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9eea8a9e-c233-4bb6-90f2-ea9a48694079.jpg,,496301
41,Home->Building & Hardware->Doors & door furniture->Interior doors->Folding,Doors & door furniture,Shaker Oak 1 Light Clear Glazed Interior Folding Doors 3 x 0 2047 x 2157mm,"The Room Fold Shaker White Oak 1 Light Clear Glazed is a stylish, high quality folding door system that provides the option of turning two rooms into one. It is top hung with high quality brushed stainless steel hardware and no bottom track, meaning quicker installation and uninterrupted flooring from room to room. Supplied with an oak frame unfinished for site decoration in your choice of paint, stain, varnish or clear lacquer. Ready for installation with a frame pack, hardware pack and door pack.",https://www.homebase.co.uk/shaker-oak-1-light-clear-glazed-interior-folding-doors-3-x-0-2047-x-2157mm_p497012,875.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/20f45b44-7577-4cea-9a6c-72b9d3360323.jpg,,497012
42,Home->Paint & Decorating->Paint->Interior paint->Emulsion paint->Blue paint->Standard emulsion->2.5L,Paint,Craig & Rose 1829 Chalky Emulsion - Sung Blue - 2.5L,"A sophisticated, soft and pale blue-green that was a signature glaze of the beautiful Lung Chuan ceramics. Use with 1829 White Undercoat.",https://www.homebase.co.uk/craig-rose-1829-chalky-emulsion-sung-blue-2-5l_p474684,35.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4f4af1f7-e5a0-46f3-ab85-472e2dea45e7.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5a72a5de-eaca-43d1-9ef3-12c9338b5339.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/57109cb2-2ae6-45bf-be8b-80401a2df651.jpg",,474684
43,Home->Bathrooms & Plumbing->Bathroom furniture suites->Rio range->Gloss grey->Freestanding,Bathroom furniture suites,Balterley Rio 800mm Freestanding 2 Drawer Vanity With Worktop - Gloss Grey,"If you prefer a more modern finish in your bathroom, why not opt for our fitted furniture in high gloss grey to add a contemporary twist. ",https://www.homebase.co.uk/balterley-rio-800mm-freestanding-2-drawer-vanity-with-worktop-gloss-grey_p502654,310.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b83b9d48-59e5-4027-a146-6e85fef782a2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/791c813e-ffbb-4902-990e-c497473695f8.jpg",,502654
44,Home->Garden & Outdoor->Garden buildings->Greenhouses & accessories->Greenhouses,Garden buildings,Halls Wall Garden 26 Aluminium Greenhouse with Toughened Glass & Base - Silver,"This small lean to wall garden greenhouse is ideal for small areas, complete with a steel base. ",https://www.homebase.co.uk/halls-wall-garden-26-aluminium-greenhouse-with-toughened-glass-base-silver_p356650,329.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/5d251eec-1a9d-471f-8b54-0fd5bfc9a470.jpg,,356650
45,Home->Tools->Power tools->Power tool accessories->Saw blades & accessories,Power tools,Stanley Fatmax BiMetal Holesaw 83mm - STA81082-XJ,"STANLEY FATMAX holesaw designed for use in wood, metal and PVC.",https://www.homebase.co.uk/stanley-fatmax-bimetal-holesaw-83mm-sta81082-xj_p315541,14.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ae29846d-6640-44d8-a4ae-0723ab5c1d0e.jpg,,315541
46,"Home->Kitchens->Kitchen worktops->Solid surface worktops->Maia->Lava->Worktops, islands & breakfast bars->42mm",Kitchen worktops,Maia Lava Kitchen Worktop C End - 180 x 65 x 4.2cm,Lava features a mid grey tone with speckles of brown to give the impression of natural stone - a perfect topper for traditional white cupboards.,https://www.homebase.co.uk/maia-lava-kitchen-worktop-c-end-180-x-65-x-4-2cm_p143458,699.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c0c62427-d6a8-4f53-8379-1de11e4c7349.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/474e2477-18ad-4da1-8e0e-5c0320d7e9cc.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b79b8ec4-ec28-4e16-8a3d-b40c99c0354a.jpg",,143458
47,Home->Bathrooms & Plumbing->Bathroom furniture suites->Orbit range,Bathroom furniture suites,Balterley Orbit 300x300mm 4 Drawer Unit - Gloss White,The gloss white finish of this cabinet compliments any modern bathroom to create a designer look.,https://www.homebase.co.uk/balterley-orbit-300x300mm-4-drawer-unit-gloss-white_p503550,120.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c163a3c1-b943-451f-a2fd-dabeb076c7ea.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/dffee68d-80c2-4233-9cc5-b46325d9cb9b.jpg",,503550
48,Home->Building & Hardware->Doors & door furniture->Exterior doors->Front,Doors & door furniture,Chevron External Unfinished Oak Part L Compliant Door - 762 x 1981mm,"Ultra modern Chevron styling gives this oak warmer door eye-catching appeal. Maximising the beauty of the wood grain, at the same time creating a focal point that will enhance the exterior of a stylish contemporary home. So if you're looking to give a home a unique look, packed with practicality because it's Part L compliant, the Chevron ticks all boxes.",https://www.homebase.co.uk/chevron-external-unfinished-oak-part-l-compliant-door-762-x-1981mm_p497898,325.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cee2eea3-3dd7-455a-b61b-9d39ab45311f.jpg,,497898
49,Home->Garden & Outdoor->Garden buildings->Summer houses & log cabins->Summer houses,Garden buildings,Rowlinson 6ft 11in x 8ft 7in Eaton Wooden Summer House,"With a stylish roof overhang which offers additional shelter and shade, the Rowlinson Eaton Summerhouse gives you that vital extra space you need for everything from al-fresco entertaining to an office or work space.",https://www.homebase.co.uk/rowlinson-6ft-11in-x-8ft-7in-eaton-wooden-summer-house_p359293,800.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/987cb724-0da0-40e1-af76-36c001a7fd4b.jpg,,359293
50,Home->Garden & Outdoor->Garden buildings->Garden storage->Plastic garden storage,Garden buildings,Keter Pacific Rattan Effect Garden Cool Bar - Brown / 30L,"An affordable storage and entertaining table that can match the look of existing rattan or wicker furniture perfectly. Being made from a polypropylene resin used within the injection molding process makes the cool bar 100% recyclable to provide an environmentally-friendly enteraining solution. With a table top measuring nearly 20 inches in diameter, there’s plenty of space for drinks and party food for up to four guests. The cooler compartment has a 30L capacity with more than enough room for drinks on ice for the adults and kids. The top rises smoothly from 57 cm to 82.5cm in overall height and locks into place to prevent it from falling when topped with provisions. Great for hosting summertime parties and gatherings. ",https://www.homebase.co.uk/keter-pacific-rattan-effect-garden-cool-bar-brown-30l_p382667,44.95,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2db115a2-411d-4c67-aaf4-f0ca124516c1.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/fc488f4e-68da-47c8-8cd6-5abec2cdecc1.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7a9d2f22-f2c0-47bb-83fc-f78a85900628.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6efbb3d2-dd52-4c21-a84c-95c3c3ec58a7.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2c8df99e-9461-46cb-8c47-c701fd2f3c87.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/159b01b1-5eac-47ab-9faf-a60b13ccff42.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ff6945d5-7226-435e-8268-f2ea12fb8d12.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6e54fe6c-2bbb-4ee1-a428-f8d7327c05e5.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3fa8ba84-63eb-4f43-bc23-d396bfadab9d.jpg",,382667
51,Home->Paint & Decorating->Paint->Exterior paint->Exterior gloss & satin->Eggshell->2.5L,Paint,Farrow & Ball No.2004 Slipper Satin - Exterior Eggshell Paint - 2.5L,This Farrow and Ball Exterior Egg Shell - Slipper Satin No.2004 - 2.5L paint is durable with a flexible finish with a high resistance to flaking and peeling.,https://www.homebase.co.uk/farrow-ball-no-2004-slipper-satin-exterior-eggshell-paint-2-5l_p406216,69.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/48e4f11c-69bb-4492-b75f-7f1e2dce364d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7f831cc7-1279-41fd-9fa0-adceffe06390.jpg",,406216
52,Home->Bathrooms & Plumbing->Plumbing->Tap accessories & plugs->Tap accessories,Plumbing,Hose Union Bib Tap,This Hose Union Bib Tap is ideal for use in the garden to connect hosepipes.,https://www.homebase.co.uk/hose-union-bib-tap_p584204,6.9,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/284a35f8-a780-4346-9b97-8bbe1ce5a92b.jpg,,584204
